,uuid,timestamp,gps_lat,gps_lon,gps_alt,file_size,width,height,s3_path,url
52589,b24e2e5eab9fafa5c60994da7c5a46720fccb5cd,2017-09-01 20:46:25,30.15755,-93.709085,413.0,10051603.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_0127_d44bdd8c-d30c-495b-8e25-3757b91b1ed2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613547/DSC_0127_d44bdd8c-d30c-495b-8e25-3757b91b1ed2.jpg
53698,4277864563bd94fa97af97d5727c0ea01c57e725,2017-09-08 10:39:36,29.963856666666697,-95.6852083333333,333.0,9551185.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613898/DSC_4653_1a1d870a-2a9b-4f8c-af79-0134e88487dc.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613898/DSC_4653_1a1d870a-2a9b-4f8c-af79-0134e88487dc.jpg
54746,ad01ce963386948ea7714469f29494e2fa0c146d,2017-09-26 11:48:52,17.9647733333333,-66.29464166666669,889.0,3940134.0,3216.0,2136.0,s3://ladi/Images/FEMA_CAP/9075/614004/A0019058_7a121c85-9e94-4ddd-b2d5-dacba63ec09d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614004/A0019058_7a121c85-9e94-4ddd-b2d5-dacba63ec09d.jpg
56582,473b552c195e20ff48123cbbd66475329afc00bd,2017-09-08 10:36:00,29.2474766666667,-95.836,299.0,17868498.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613885/DSC_7615_043036fd-8989-486b-982b-cab74de4de0e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613885/DSC_7615_043036fd-8989-486b-982b-cab74de4de0e.jpg
61525,bd2b06789d9b37d9982c42dce80e394c7587f962,2017-08-31 18:21:51,27.873028333333302,-97.25746,605.0,11337146.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613574/A67_0650_e710c83e-563d-4eb2-b3f1-07af0b728bab.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613574/A67_0650_e710c83e-563d-4eb2-b3f1-07af0b728bab.jpg
61833,91fa198ada5780b8b300caeacb3d27cdac8bdc65,2017-09-28 13:44:12,18.40382,-65.7738883333333,187.0,6057554.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614009/A0052AP-_d5036227-e6ec-4ce5-bbb3-11552c36f7db.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614009/A0052AP-_d5036227-e6ec-4ce5-bbb3-11552c36f7db.jpg
62488,3298be702b5b766fe0734cbe6aa72e94eb692e4e,2016-09-04 10:35:01,27.223035,-82.52981,250.0,5656625.0,4928.0,3264.0,s3://ladi/Images/FEMA_CAP/3041/241283/DSC_9419_e8b37ded-7ece-4f1d-aa91-26594c5a7fe4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3041/241283/DSC_9419_e8b37ded-7ece-4f1d-aa91-26594c5a7fe4.jpg
62883,0693445fe3bd7ddb84db6a0046bc611fd3aaa39f,2017-09-28 15:02:28,18.347946666666697,-66.4705433333333,613.0,7517855.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614010/A0029AP-_912ccead-9a8b-4e50-a4bc-a39783c4bf1b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614010/A0029AP-_912ccead-9a8b-4e50-a4bc-a39783c4bf1b.jpg
62897,a2d64cf4ca149161766e4d90ee30e8b746e47249,2016-09-04 10:36:26,27.190086666666698,-82.5129983333333,280.0,5653791.0,4928.0,3264.0,s3://ladi/Images/FEMA_CAP/3041/241283/DSC_9434_845ac8ab-cbbf-4357-82dc-0b77cf85b26c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3041/241283/DSC_9434_845ac8ab-cbbf-4357-82dc-0b77cf85b26c.jpg
71411,d8ac00a5e95904c2e19a0ae4776b7aa2d3d9d6ff,2017-09-08 19:39:00,30.411161666666697,-94.1265783333333,322.0,14753996.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613904/CAP_2866_f876557f-de7e-48ed-a9a3-8e06cdc738b8.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613904/CAP_2866_f876557f-de7e-48ed-a9a3-8e06cdc738b8.jpg
80573,12e3a4b5158b6b364a74a3ba3a57019fac083efb,2017-09-28 15:03:06,18.4108433333333,-66.5560966666667,424.0,6529141.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614011/A0008AP-_78062636-1595-4d2e-81c0-9ec593ccc96b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614011/A0008AP-_78062636-1595-4d2e-81c0-9ec593ccc96b.jpg
83194,696b16e455bfcb3177a88c2582bd305d40923996,2017-10-11 13:36:11,18.3822816666667,-66.1962633333333,356.0,7672540.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614079/A0022_AP_a142b735-980d-45ef-9e87-46cb344edffb.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614079/A0022_AP_a142b735-980d-45ef-9e87-46cb344edffb.jpg
87190,dd80cfb45583a2c3e0d2ffd386b3d408b056b6cf,2017-09-01 21:08:35,29.735265000000002,-95.0322516666667,369.0,10668386.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_0777_0e1addfd-f059-4114-866c-1402729da135.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_0777_0e1addfd-f059-4114-866c-1402729da135.jpg
90935,99c3689a3ab0d0c3de0500c4f277886dbc3c69e1,2017-10-11 12:48:39,18.43344,-66.2494383333333,364.0,7201833.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614079/A0022_AP_e956490e-e989-4274-b02c-fdd0f5e8c075.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614079/A0022_AP_e956490e-e989-4274-b02c-fdd0f5e8c075.jpg
92710,6fcbc2c690b82f22bbb85fd0f57f9d8bde9fc2e3,2017-09-08 20:15:45,28.049563333333303,-97.0380383333333,298.0,11955494.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613926/DSC_3787.JPG,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613926/DSC_3787.JPG
93349,2eaadf57a3a2b161f053926d059eedebbef04545,2018-09-19 15:21:40,33.5853333333333,-79.4331666666667,303.0,4511109.0,3872.0,2592.0,s3://ladi/Images/FEMA_CAP/9096/615047/DSC_0095_6b13a111-a9fd-4b38-9ba9-f75d4fbb583b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615047/DSC_0095_6b13a111-a9fd-4b38-9ba9-f75d4fbb583b.jpg
95491,233674f7dc68cbb721981514ece237f27cde4afc,2017-09-08 20:17:09,28.0781616666667,-97.0177633333333,289.0,9563320.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613926/DSC_3833.JPG,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613926/DSC_3833.JPG
98442,490f41497018216f4efe9d5e71df5c9ada7da95c,2017-09-01 17:04:19,29.8453466666667,-94.07915,435.0,7235506.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613577/DSC_0879_1c5ccf6f-cd6d-43c3-ba02-7b3e7adcc79e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613577/DSC_0879_1c5ccf6f-cd6d-43c3-ba02-7b3e7adcc79e.jpg
98786,bb211edc293c313700d36b32821e9c6550fd3614,2017-09-08 09:17:38,30.088118333333302,-94.1819533333333,308.0,12917699.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613886/DSC_1090_a79d5824-ad20-4be1-9b57-96cbcec74232.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613886/DSC_1090_a79d5824-ad20-4be1-9b57-96cbcec74232.jpg
100295,b765487e965574c8a00d152b7ac72df14b9703c5,2017-09-01 17:09:00,29.840571666666698,-93.9302833333333,322.0,7351318.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613577/DSC_0972_06787ce9-5d86-4130-b807-506805f2a17c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613577/DSC_0972_06787ce9-5d86-4130-b807-506805f2a17c.jpg
103933,c9933930253ab784acb64fd67a87e70293d4ffc1,2017-09-01 21:28:26,29.828516666666697,-95.0946866666667,396.0,9438650.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1529_29369c1e-3601-4a1f-82b8-6da1c031016c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1529_29369c1e-3601-4a1f-82b8-6da1c031016c.jpg
105385,82863f35082a9831bebbfae5016e20b4467ec7cc,2016-10-10 15:54:22,31.1157466666667,-81.6510433333333,466.0,6960703.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_3661_fdf99cf1-7ff6-4d60-91f6-73d6e66b39bb.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_3661_fdf99cf1-7ff6-4d60-91f6-73d6e66b39bb.jpg
105544,900a71a23df07f9f06e88248c14ca308444d84bd,2017-09-08 14:13:27,30.1330316666667,-93.98153,451.0,14768933.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_3664_31153b41-d633-40b7-ade0-d0a0c52429ae.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_3664_31153b41-d633-40b7-ade0-d0a0c52429ae.jpg
107384,ad3bf41821264097c6de5e6fba47e103cdeb0f84,2017-09-10 12:21:44,30.223966666666698,-93.95595166666669,452.0,12737612.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613808/DSC_967845c5d780-737f-4193-91ad-43adc2ac3def.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613808/DSC_967845c5d780-737f-4193-91ad-43adc2ac3def.jpg
111682,30cc3fe1df707bc4e595d706fd0b2e1723163553,2017-09-01 21:38:58,29.952018333333303,-95.1572216666667,337.0,9591069.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1870_d9a8543d-9085-40eb-9127-1f76eed647db.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1870_d9a8543d-9085-40eb-9127-1f76eed647db.jpg
112757,8d7a174079dca527c88eafa543ede1e583a47e62,2017-10-07 12:18:30,18.413591666666697,-66.4209066666667,384.0,7655783.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_61abb244-e23b-4a95-88c6-bd51ff489f70.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614056/A0113_AP_61abb244-e23b-4a95-88c6-bd51ff489f70.jpg
113050,1da07daac4edd20b55b92064ec927b9d43d2a80f,2017-09-08 14:21:55,30.1455083333333,-93.96878833333331,326.0,13576152.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_3902_bceb75f1-2e87-4a66-a8ad-effab683b9d4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_3902_bceb75f1-2e87-4a66-a8ad-effab683b9d4.jpg
113287,61cde978734bfe4f870fc0bfb261a2627419f35d,2017-09-08 09:57:27,30.09811,-94.14229,346.0,15818146.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613886/DSC_1653_76c77fb7-b372-49f1-95bd-d8087152d685.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613886/DSC_1653_76c77fb7-b372-49f1-95bd-d8087152d685.jpg
118517,bfbabdc3876790cb434accf24649b435546b92ad,2017-09-05 16:32:19,29.887225,-95.713815,326.0,6715944.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613937/DSC_0696_4eda0c0b-be00-4ee0-b842-8da9c12f1533.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613937/DSC_0696_4eda0c0b-be00-4ee0-b842-8da9c12f1533.jpg
123324,7cf7badf03665875ffe72cddaec210a7ab9a6b7e,2017-09-05 14:55:33,30.0258283333333,-95.3768333333333,539.0,13932218.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613938/DSC_0432_74dc83ab-69f8-496d-8a67-fbce01548e89.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613938/DSC_0432_74dc83ab-69f8-496d-8a67-fbce01548e89.jpg
126181,1ef9a9437f45962afdf34506a22d097ba5484ca7,2017-10-11 09:19:07,17.97247,-67.19664,355.0,8734156.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A001_AP__dcdc1916-386b-42a8-9f8b-db5c1aa03c7b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A001_AP__dcdc1916-386b-42a8-9f8b-db5c1aa03c7b.jpg
127076,37d26e3a82b1b164acaffc94ea6f8c4ff8db2ea2,2017-09-08 16:24:40,27.6816283333333,-97.1649483333333,294.0,12304114.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613927/DSC_0499_4485ea69-264a-40bd-b994-cbd710ae1e28.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613927/DSC_0499_4485ea69-264a-40bd-b994-cbd710ae1e28.jpg
137992,45a3ad80575f45c19ea7ceb9a4e35efab6f0cfd6,2017-09-08 17:17:44,27.765268333333303,-97.1406216666667,677.0,9863711.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613927/DSC_1279_14951b4a-f9ef-4e62-8d7f-9b72c0abe5d7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613927/DSC_1279_14951b4a-f9ef-4e62-8d7f-9b72c0abe5d7.jpg
140902,3f21b39473a02d7484c4b40cbd9b7e7b93b7826d,2017-10-11 09:43:08,18.38391,-66.96965,623.0,7436478.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614082/A0019_AP_75d9959e-4145-4bcb-8bf3-5c66eac9ccbf.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614082/A0019_AP_75d9959e-4145-4bcb-8bf3-5c66eac9ccbf.jpg
145972,7ce552b51a9751c72cc279b1bbe57200f3f5f068,2017-09-14 16:50:26,27.186295,-82.281775,281.0,4448973.0,3696.0,2448.0,s3://ladi/Images/FEMA_CAP/9074/613732/DSC_0893_dda820bc-bb09-40d9-995b-58a47b671a04.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613732/DSC_0893_dda820bc-bb09-40d9-995b-58a47b671a04.jpg
148064,c1739cdba07a87076d3df3499b1bdf83b391aea1,2017-10-11 16:53:52,17.99385,-66.0174716666667,327.0,7980451.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614086/A0021_AP_c9a7227a-2107-4253-9665-93a80dccfb21.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614086/A0021_AP_c9a7227a-2107-4253-9665-93a80dccfb21.jpg
155924,d25fed2bdd8e65f9ffac35551ed3a9e1ddf83c1a,2017-10-08 11:32:07,18.48835,-66.96988,783.0,9915268.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614063/A0086_AP_44949b3b-00b6-45b1-835a-57ade13361e5.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614063/A0086_AP_44949b3b-00b6-45b1-835a-57ade13361e5.jpg
156069,0a5aaded3b814c48012c98bf4b446ee20b86457a,2017-09-08 19:53:41,27.762458333333303,-97.10763,298.0,11626374.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613928/DSC_1461_84ea46a3-324a-487b-80c4-96105bd835f1.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613928/DSC_1461_84ea46a3-324a-487b-80c4-96105bd835f1.jpg
156247,85a52b65eb797eb419072e0becf59c53417f7357,2016-10-09 13:43:12,28.1832616666667,-80.60861,473.0,8892696.0,4928.0,3264.0,s3://ladi/Images/FEMA_CAP/3042/291499/DSC_0320_67577de9-0ff0-412a-90c7-50de1f6d3664.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291499/DSC_0320_67577de9-0ff0-412a-90c7-50de1f6d3664.jpg
162616,ed56cde7fcfd3578c3ee98f008249ecee9777243,2017-10-09 11:32:26,18.3685333333333,-65.83013333333331,459.0,7703020.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614064/A0008_AP_f34f7423-d1d8-4035-9e46-9b5335554a8e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614064/A0008_AP_f34f7423-d1d8-4035-9e46-9b5335554a8e.jpg
163311,41ad783d2bbf59222b6ac7320b4be08cf9562409,2017-09-10 09:38:42,29.539723333333303,-95.7266266666667,294.0,12901220.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613823/DSC_7406_9f3261d9-e22c-4bc0-8ab7-d8f9314762a1.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613823/DSC_7406_9f3261d9-e22c-4bc0-8ab7-d8f9314762a1.jpg
164629,df8b7181e14ffcfb7cfc888235a2ac4157eb0af8,2017-09-08 20:32:21,27.8312633333333,-97.0392766666667,316.0,10816460.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613928/DSC_2390_ba2fd972-c27c-460e-9189-a7293542e224.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613928/DSC_2390_ba2fd972-c27c-460e-9189-a7293542e224.jpg
167747,c600638f2fc06273c0bb3074722be7d7e504d9d6,2017-09-05 15:30:13,30.3158316666667,-93.7400183333333,309.0,5006394.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613931/010_0387_1f9ea4d4-b156-44c3-977a-0827959b2717.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613931/010_0387_1f9ea4d4-b156-44c3-977a-0827959b2717.jpg
